invoice_id,customer_id,invoice_date,invoice_amount,tax,discount,net_amount
INV0001969,CUST006798,2026-08-16,85712.12,8251.12,791.83,93171.41
INV0001970,CUST008321,2026-08-26,82734.46,9350.41,7287.68,84797.19
INV0001971,CUST001544,2026-08-09,22509.11,1906.2,1330.24,23085.07
INV0001972,CUST002097,2026-08-23,44161.39,6840.53,467.28,50534.64
INV0001973,CUST009796,2026-08-20,4742.91,294.64,472.83,4564.72
INV0001974,CUST004954,2026-08-29,67384.6,11626.12,1759.14,77251.58
INV0001975,CUST007691,2026-08-10,45335.58,4977.3,65.72,50247.16
INV0001976,CUST007977,2026-08-21,76473.76,12169.53,595.2,88048.09
INV0001977,CUST008214,2026-08-05,61447.66,3184.36,5440.96,59191.06
INV0001978,CUST004437,2026-08-13,93640.73,13552.69,6464.58,100728.84
INV0001979,CUST001956,2026-08-09,40794.05,5239.69,1741.52,44292.22
INV0001980,CUST006488,2026-08-25,74605.34,9725.94,7382.58,76948.7
INV0001981,CUST009596,2026-08-11,55897.24,5821.49,2755.2,58963.53
INV0001982,CUST008375,2026-08-11,34501.29,4622.3,1206.79,37916.8
INV0001983,CUST006449,2026-08-16,7332.96,508.87,498.88,7342.95
INV0001984,CUST004099,2026-08-25,10771.92,1252.53,844.62,11179.83
INV0001985,CUST002681,2026-08-11,18618.27,2672.91,162.83,21128.35
INV0001986,CUST005989,2026-08-29,41091.96,4367.45,853.95,44605.46
INV0001987,CUST008659,2026-08-08,47823.06,2692.89,1575.01,48940.94
INV0001988,CUST003961,2026-08-03,8481.61,892.29,783.94,8589.96
INV0001989,CUST009727,2026-08-10,19700.74,3130.02,1724.95,21105.81
INV0001990,CUST004617,2026-08-05,73996.84,5273.22,854.25,78415.81
INV0001991,CUST003236,2026-08-08,58658.61,3887.34,1353.99,61191.96
INV0001992,CUST003340,2026-08-30,94672.9,15073.73,1494.56,108252.07
INV0001993,CUST005322,2026-08-31,78581.9,10521.08,5247.48,83855.5
INV0001994,CUST007240,2026-08-12,11320.52,613.72,353.78,11580.46
INV0001995,CUST009739,2026-08-17,13113.86,2054.57,232.08,14936.35
INV0001996,CUST008540,2026-08-04,80315.23,13599.83,55.48,93859.58
INV0001997,CUST002035,2026-08-08,83600.73,10159.93,3224.34,90536.32
INV0001998,CUST003518,2026-08-22,65677.46,10130.36,1445.8,74362.02
INV0001999,CUST005028,2026-08-29,70562.57,9307.55,2282.31,77587.81
INV0002000,CUST000569,2026-08-26,61942.21,5337.88,3373.3,63906.79
INV0002001,CUST003717,2026-08-21,8168.77,766.64,722.05,8213.36
INV0002002,CUST008690,2026-08-26,17797.73,2925.53,909.88,19813.38
INV0002003,CUST008111,2026-08-02,9849.79,505.42,776.58,9578.63
INV0002004,CUST000181,2026-08-21,84049.9,7025.66,5990.04,85085.52
INV0002005,CUST001015,2026-08-22,20739.32,1617.94,1965.99,20391.27
INV0002006,CUST007423,2026-08-21,51495.31,7877.24,370.09,59002.46
INV0002007,CUST000104,2026-08-06,21341.11,3151.52,288.19,24204.44
INV0002008,CUST008979,2026-08-01,72989.93,8936.81,2036.78,79889.96
INV0002009,CUST006258,2026-08-12,28457.56,3593.41,236.92,31814.05
INV0002010,CUST009455,2026-08-27,41895.87,2452.8,1531.14,42817.53
INV0002011,CUST004755,2026-08-11,25881.44,2695.33,962.15,27614.62
INV0002012,CUST004219,2026-08-17,91818.79,13042.07,7005.62,97855.24
INV0002013,CUST007294,2026-08-20,70312.32,4691.13,5054.1,69949.35
INV0002014,CUST003414,2026-08-08,47195.62,3424.9,4221.5,46399.02
INV0002015,CUST008228,2026-08-22,60556.96,5058.8,4928.46,60687.3
INV0002016,CUST008674,2026-08-31,88290.43,7675.11,2292.44,93673.1
INV0002017,CUST009906,2026-08-14,8460.05,1106.48,723.51,8843.02
INV0002018,CUST000947,2026-08-07,29482.1,3001.99,1421.28,31062.81
INV0002019,CUST008461,2026-08-11,65690.96,10531.88,5960.98,70261.86
INV0002020,CUST002302,2026-08-13,95454.87,14623.45,8561.78,101516.54
INV0002021,CUST006698,2026-08-18,50372.16,5887.47,2396.43,53863.2
INV0002022,CUST005884,2026-08-05,66959.7,8124.17,4646.38,70437.49
INV0002023,CUST006910,2026-08-12,82911.59,8981.27,6525.3,85367.56
INV0002024,CUST001476,2026-08-25,78857.76,7702.27,5768.04,80791.99
INV0002025,CUST001819,2026-08-31,74723.62,4621.37,479.94,78865.05
INV0002026,CUST006086,2026-08-06,18467.14,2873.36,281.82,21058.68
INV0002027,CUST005671,2026-08-24,75597.83,5400.63,3251.02,77747.44
INV0002028,CUST006965,2026-08-11,24407.28,3847.16,1566.6,26687.84
INV0002029,CUST003124,2026-08-06,92806.45,15033.29,3431.54,104408.2
INV0002030,CUST004508,2026-08-15,11451.52,1616.41,749.57,12318.36
INV0002031,CUST008040,2026-08-11,67914.46,8062.98,106.07,75871.37
INV0002032,CUST008210,2026-08-16,86660.59,8629.68,6920.59,88369.68
INV0002033,CUST006652,2026-08-28,12899.03,879.9,998.4,12780.53
INV0002034,CUST001733,2026-08-01,20070.23,1258.74,795.05,20533.92
INV0002035,CUST004092,2026-08-01,72432.47,9251.35,324.08,81359.74
INV0002036,CUST001262,2026-08-13,70676.32,5635.7,946.35,75365.67
INV0002037,CUST009757,2026-08-10,22488.65,2980.5,1980.3,23488.85
INV0002038,CUST006574,2026-08-08,40327.1,6974.78,3324.51,43977.37
INV0002039,CUST008813,2026-08-23,40037.48,3510.51,17.37,43530.62
INV0002040,CUST006507,2026-08-13,91082.9,8348.96,3705.36,95726.5
INV0002041,CUST004103,2026-08-31,59566.79,7717.89,89.01,67195.67
INV0002042,CUST007057,2026-08-03,59651.5,4690.41,3462.1,60879.81
INV0002043,CUST002592,2026-08-19,87615.4,6951.23,6210.97,88355.66
INV0002044,CUST005657,2026-08-29,9193.31,679.59,136.59,9736.31
INV0002045,CUST007138,2026-08-02,90916.91,15880.62,6942.45,99855.08
INV0002046,CUST001132,2026-08-19,22280.79,4008.28,971.69,25317.38
INV0002047,CUST002973,2026-08-09,86739.88,13803.98,7906.96,92636.9
INV0002048,CUST004640,2026-08-14,37731.51,4488.22,3567.37,38652.36
INV0002049,CUST003453,2026-08-23,62534.38,5703.65,4023.93,64214.1
INV0002050,CUST003278,2026-08-23,55022.49,4690.5,1301.68,58411.31
INV0002051,CUST004095,2026-08-31,10581.14,1081.03,814.68,10847.49
INV0002052,CUST004592,2026-08-31,7290.38,1174.45,479.88,7984.95
INV0002053,CUST000379,2026-08-02,52519.13,7382.84,331.73,59570.24
INV0002054,CUST000389,2026-08-06,76915.36,11715.46,795.49,87835.33
INV0002055,CUST008629,2026-08-19,34090.34,6018.61,219.91,39889.04
INV0002056,CUST004229,2026-08-19,81106.84,9159.88,5837.85,84428.87
INV0002057,CUST003962,2026-08-18,40695.96,2825.83,411.21,43110.58
INV0002058,CUST002298,2026-08-03,69245.71,5519.35,5090.88,69674.18
INV0002059,CUST004750,2026-08-29,93409.01,5439.58,7231.81,91616.78
INV0002060,CUST009494,2026-08-14,28737.31,1610.97,847.32,29500.96
INV0002061,CUST003766,2026-08-25,21286.13,2575.58,728.29,23133.42
INV0002062,CUST000489,2026-08-15,22546.92,3807.61,249.85,26104.68
INV0002063,CUST008589,2026-08-17,64532.8,4073.53,4654.04,63952.29
INV0002064,CUST002525,2026-08-25,89701.72,9154.73,6388.21,92468.24
INV0002065,CUST000335,2026-08-06,93616.63,16615.5,5043.42,105188.71
INV0002066,CUST001628,2026-08-12,54874.02,9005.5,5428.51,58451.01
INV0002067,CUST009135,2026-08-16,66228.39,3515.29,3705.52,66038.16
INV0002068,CUST009986,2026-08-16,16068.68,1393.21,1256.16,16205.73
INV0002069,CUST008970,2026-08-27,51348.25,5320.21,1059.65,55608.81
INV0002070,CUST008991,2026-08-18,92175.03,11943.47,4599.57,99518.93
INV0002071,CUST004241,2026-08-22,40769.85,5492.77,2466.93,43795.69
INV0002072,CUST007736,2026-08-28,2002.45,105.2,130.34,1977.31
INV0002073,CUST007051,2026-08-18,70722.58,11506.12,1863.76,80364.94
INV0002074,CUST008826,2026-08-11,84317.57,12331.15,4807.89,91840.83
INV0002075,CUST003496,2026-08-04,45960.92,2888.5,1791.91,47057.51
INV0002076,CUST008082,2026-08-14,27585.83,3394.47,153.32,30826.98
INV0002077,CUST005730,2026-08-27,31607.31,2794.65,1688.31,32713.65
INV0002078,CUST006830,2026-08-27,78799.43,4348.76,6498.63,76649.56
INV0002079,CUST002113,2026-08-07,31183.29,5579.94,2240.4,34522.83
INV0002080,CUST006429,2026-08-27,15110.72,2443.25,1069.71,16484.26
INV0002081,CUST007492,2026-08-10,853.16,73.93,74.56,852.53
INV0002082,CUST005918,2026-08-10,32993.19,2842.51,875.49,34960.21
INV0002083,CUST005589,2026-08-09,78881.68,12350.44,1535.96,89696.16
INV0002084,CUST002339,2026-08-18,44016.61,5784.12,3124.87,46675.86
INV0002085,CUST000734,2026-08-26,4857.41,823.6,43.42,5637.59
INV0002086,CUST006548,2026-08-28,18682.83,1286.57,333.27,19636.13
INV0002087,CUST003776,2026-08-30,60381.34,5455.45,2883.27,62953.52
INV0002088,CUST009236,2026-08-07,25764.45,4075.87,328.48,29511.84
INV0002089,CUST001680,2026-08-09,66494.45,5617.39,532.66,71579.18
INV0002090,CUST000766,2026-08-19,17527.13,1938.79,555.73,18910.19
INV0002091,CUST004296,2026-08-07,67681.21,7361.97,2661.17,72382.01
INV0002092,CUST002896,2026-08-01,16889.28,883.81,1607.87,16165.22
INV0002093,CUST006281,2026-08-13,58837.43,4082.92,1393.64,61526.71
INV0002094,CUST005673,2026-08-26,11558.96,1423.35,1153.24,11829.07
INV0002095,CUST002130,2026-08-25,70765.51,6462.24,2327.81,74899.94
INV0002096,CUST004547,2026-08-21,48958.51,7591.25,1175.58,55374.18
INV0002097,CUST002667,2026-08-05,69257.97,12338.35,3271.19,78325.13
INV0002098,CUST008883,2026-08-11,4207.84,511.41,292.69,4426.56
INV0002099,CUST005483,2026-08-13,94014.07,6707.67,7767.57,92954.17
INV0002100,CUST000560,2026-08-12,91834.04,8995.63,4357.78,96471.89
INV0002101,CUST005712,2026-08-29,10073.21,1656.05,325.95,11403.31
INV0002102,CUST008646,2026-08-31,17218.13,2102.85,1222.99,18097.99
INV0002103,CUST000502,2026-08-08,72245.89,4632.77,1187.55,75691.11
INV0002104,CUST009557,2026-08-01,86530.67,11599.7,6080.36,92050.01
INV0002105,CUST007913,2026-08-21,86727.42,11049.82,370.9,97406.34
INV0002106,CUST007504,2026-08-05,4202.57,721.42,1.12,4922.87
INV0002107,CUST003607,2026-08-10,67849.15,7149.13,4675.44,70322.84
INV0002108,CUST007768,2026-08-15,99603.01,6480.74,9287.09,96796.66
INV0002109,CUST000419,2026-08-21,62851.53,7940.63,3329.03,67463.13
INV0002110,CUST008416,2026-08-16,94329.61,14692.98,2135.88,106886.71
INV0002111,CUST007436,2026-08-29,29740.75,1901.02,1842.23,29799.54
INV0002112,CUST008383,2026-08-18,76273.57,13670.46,1314.64,88629.39
INV0002113,CUST004556,2026-08-04,56180.39,2985.72,4196.11,54970.0
INV0002114,CUST009831,2026-08-04,2937.91,385.17,230.17,3092.91
INV0002115,CUST003674,2026-08-01,30187.71,5208.33,2499.1,32896.94
INV0002116,CUST003401,2026-08-22,42780.19,6993.0,91.38,49681.81
INV0002117,CUST002650,2026-08-25,99171.4,16564.7,7682.52,108053.58
INV0002118,CUST008938,2026-08-12,64254.74,4334.25,3409.47,65179.52
INV0002119,CUST000328,2026-08-12,57794.88,5569.71,2795.14,60569.45
INV0002120,CUST008730,2026-08-18,81536.64,5571.77,4971.92,82136.49
INV0002121,CUST004179,2026-08-19,39573.0,3432.47,3102.75,39902.72
INV0002122,CUST006063,2026-08-01,53908.57,8482.12,5313.64,57077.05
INV0002123,CUST001919,2026-08-04,97455.4,15237.43,1300.75,111392.08
INV0002124,CUST002194,2026-08-08,22755.51,2012.85,843.27,23925.09
INV0002125,CUST006061,2026-08-25,70355.65,10250.92,6592.68,74013.89
INV0002126,CUST008338,2026-08-16,28143.63,2513.67,516.84,30140.46
INV0002127,CUST001149,2026-08-12,57511.66,3554.32,1023.37,60042.61
INV0002128,CUST006484,2026-08-05,60258.77,3239.63,5620.53,57877.87
INV0002129,CUST008440,2026-08-23,84612.45,5607.52,3033.95,87186.02
INV0002130,CUST006324,2026-08-31,53152.68,5390.62,4926.25,53617.05
INV0002131,CUST003795,2026-08-06,98926.87,12721.08,1688.0,109959.95
INV0002132,CUST004653,2026-08-15,80532.63,5171.9,5107.78,80596.75
INV0002133,CUST000371,2026-08-18,88037.26,5751.57,5701.95,88086.88
INV0002134,CUST007057,2026-08-10,74259.67,4313.76,2378.28,76195.15
INV0002135,CUST002200,2026-08-06,79673.71,12616.62,5595.24,86695.09
INV0002136,CUST002020,2026-08-02,65932.42,10969.99,4144.83,72757.58
INV0002137,CUST006077,2026-08-07,87025.26,11459.18,2652.59,95831.85
INV0002138,CUST001522,2026-08-29,57271.98,4023.87,3577.0,57718.85
INV0002139,CUST009453,2026-08-19,42692.19,6368.45,506.94,48553.7
INV0002140,CUST006689,2026-08-19,96951.58,8924.82,1819.0,104057.4
INV0002141,CUST001746,2026-08-12,35624.87,6201.14,3458.82,38367.19
INV0002142,CUST005224,2026-08-22,19553.87,3137.54,1021.25,21670.16
INV0002143,CUST001120,2026-08-11,59024.72,10233.18,5651.59,63606.31
INV0002144,CUST004715,2026-08-24,66105.49,8279.76,1676.46,72708.79
INV0002145,CUST008902,2026-08-18,95815.15,7879.35,4258.68,99435.82
INV0002146,CUST001071,2026-08-30,82557.99,13890.88,2811.75,93637.12
INV0002147,CUST006819,2026-08-27,62824.76,9312.65,71.9,72065.51
INV0002148,CUST003597,2026-08-06,99161.9,5538.81,4885.7,99815.01
INV0002149,CUST004020,2026-08-29,53109.21,8498.72,187.87,61420.06
INV0002150,CUST007720,2026-08-13,93335.27,8489.02,1516.94,100307.35
INV0002151,CUST004634,2026-08-17,31102.37,3317.57,2822.46,31597.48
INV0002152,CUST001668,2026-08-25,34090.92,4947.5,1782.61,37255.81
INV0002153,CUST003653,2026-08-09,21255.8,2626.18,631.84,23250.14
INV0002154,CUST001623,2026-08-25,32720.79,4731.04,3208.6,34243.23
INV0002155,CUST008475,2026-08-30,91484.45,15954.72,6911.24,100527.93
INV0002156,CUST009070,2026-08-11,98564.05,5000.65,131.69,103433.01
INV0002157,CUST000687,2026-08-18,76986.83,7686.66,6012.21,78661.28
INV0002158,CUST005957,2026-08-11,55848.94,6663.34,3139.41,59372.87
INV0002159,CUST007207,2026-08-04,37195.02,4483.87,3696.57,37982.32
INV0002160,CUST007983,2026-08-12,58844.48,5479.47,1329.88,62994.07
INV0002161,CUST009651,2026-08-04,70411.14,8940.37,4498.02,74853.49
INV0002162,CUST000821,2026-08-14,14219.42,2480.34,1007.94,15691.82
INV0002163,CUST009552,2026-08-29,13289.37,1609.82,242.64,14656.55
INV0002164,CUST009010,2026-08-23,50632.28,3194.33,4908.97,48917.64
INV0002165,CUST006552,2026-08-01,75292.04,5607.39,7512.7,73386.73
INV0002166,CUST002688,2026-08-03,66577.15,10004.24,2662.16,73919.23
INV0002167,CUST005345,2026-08-15,50916.25,7069.57,2852.46,55133.36
INV0002168,CUST008905,2026-08-20,11619.27,752.22,73.68,12297.81
INV0002169,CUST009152,2026-08-04,75745.79,4807.23,5972.36,74580.66
INV0002170,CUST002648,2026-08-27,38317.8,3960.73,2167.43,40111.1
INV0002171,CUST003258,2026-08-31,27330.24,2995.17,1835.53,28489.88
INV0002172,CUST006009,2026-08-28,47442.99,3525.9,2459.53,48509.36
INV0002173,CUST007071,2026-08-30,49575.86,6612.2,2955.06,53233.0
INV0002174,CUST003152,2026-08-08,28118.89,4477.62,2280.78,30315.73
INV0002175,CUST006221,2026-08-25,8604.15,1259.9,215.09,9648.96
INV0002176,CUST009376,2026-08-23,90428.12,8811.41,3134.77,96104.76
INV0002177,CUST002533,2026-08-15,63509.32,4692.01,3530.56,64670.77
INV0002178,CUST004661,2026-08-29,53069.36,8379.16,2045.38,59403.14
INV0002179,CUST008091,2026-08-17,73591.75,10725.5,6887.11,77430.14
INV0002180,CUST002091,2026-08-05,43317.45,6294.37,2016.71,47595.11
INV0002181,CUST006153,2026-08-21,63354.31,6836.68,5465.54,64725.45
INV0002182,CUST004473,2026-08-01,66844.23,3789.36,1721.68,68911.91
INV0002183,CUST008032,2026-08-13,61341.05,6435.29,4314.0,63462.34
INV0002184,CUST001464,2026-08-04,85293.1,12589.67,6204.51,91678.26
INV0002185,CUST007301,2026-08-06,7938.46,968.46,428.93,8477.99
INV0002186,CUST005501,2026-08-13,80017.32,13590.07,430.81,93176.58
INV0002187,CUST009274,2026-08-12,62249.36,4594.89,220.06,66624.19
INV0002188,CUST008845,2026-08-29,65964.52,6654.25,1278.72,71340.05
INV0002189,CUST004596,2026-08-15,2050.92,131.29,200.76,1981.45
INV0002190,CUST007813,2026-08-16,19742.15,1122.6,446.33,20418.42
INV0002191,CUST000247,2026-08-17,26900.23,3412.93,1317.91,28995.25
INV0002192,CUST005098,2026-08-29,46793.46,4400.02,1461.35,49732.13
INV0002193,CUST007550,2026-08-04,4599.55,500.47,19.76,5080.26
INV0002194,CUST008717,2026-08-10,1465.58,217.97,87.42,1596.13
INV0002195,CUST000252,2026-08-06,51964.56,8735.99,1651.94,59048.61
INV0002196,CUST009163,2026-08-20,47333.35,8208.33,3562.28,51979.4
INV0002197,CUST000881,2026-08-19,46708.73,3314.72,593.84,49429.61
INV0002198,CUST000162,2026-08-16,80933.07,11352.13,4440.83,87844.37
INV0002199,CUST008792,2026-08-09,48669.43,8300.34,2854.18,54115.59
INV0002200,CUST003021,2026-08-10,27149.08,2394.58,980.54,28563.12
INV0002201,CUST007525,2026-08-28,33372.2,2594.91,1311.58,34655.53
INV0002202,CUST006846,2026-08-10,20317.35,2211.67,561.57,21967.45
INV0002203,CUST005817,2026-08-25,41704.24,5401.03,1833.92,45271.35
INV0002204,CUST009908,2026-08-14,1212.17,186.34,79.4,1319.11
INV0002205,CUST006338,2026-08-22,76353.61,5907.35,5021.74,77239.22
INV0002206,CUST008239,2026-08-08,96706.76,16312.29,7071.97,105947.08
INV0002207,CUST007432,2026-08-09,30571.48,2969.72,3.26,33537.94
INV0002208,CUST003300,2026-08-12,67608.46,8967.27,270.44,76305.29
INV0002209,CUST009140,2026-08-07,58983.99,6511.61,1753.79,63741.81
INV0002210,CUST001679,2026-08-11,27640.47,4528.1,1990.62,30177.95
INV0002211,CUST006829,2026-08-14,29250.76,4067.86,2233.01,31085.61
INV0002212,CUST001526,2026-08-25,50414.28,7939.0,1983.77,56369.51
INV0002213,CUST009961,2026-08-07,65061.78,4053.52,174.76,68940.54
INV0002214,CUST005799,2026-08-18,90722.35,7860.36,8483.35,90099.36
INV0002215,CUST004569,2026-08-09,53827.96,5431.68,188.35,59071.29
INV0002216,CUST007370,2026-08-29,83844.69,6306.78,6346.04,83805.43
INV0002217,CUST006534,2026-08-29,65125.19,4965.22,3652.83,66437.58
INV0002218,CUST005446,2026-08-22,78901.77,13926.65,2514.41,90314.01
INV0002219,CUST008507,2026-08-22,26617.79,2770.7,1755.51,27632.98
INV0002220,CUST002029,2026-08-25,62655.24,9326.85,3219.38,68762.71
INV0002221,CUST006929,2026-08-29,70191.11,12371.57,4359.77,78202.91
INV0002222,CUST000158,2026-08-03,83184.79,5174.62,7906.42,80452.99
INV0002223,CUST009601,2026-08-21,62463.74,6573.64,4637.56,64399.82
INV0002224,CUST009986,2026-08-15,73829.55,10233.97,1265.06,82798.46
INV0002225,CUST005108,2026-08-04,74604.36,10194.45,6789.82,78008.99
INV0002226,CUST008077,2026-08-22,57001.44,5972.4,5216.65,57757.19
INV0002227,CUST009625,2026-08-21,50096.11,4821.3,4528.5,50388.91
INV0002228,CUST007006,2026-08-29,10883.18,1370.31,225.66,12027.83
INV0002229,CUST001605,2026-08-01,73338.91,6755.54,5401.57,74692.88
INV0002230,CUST000891,2026-08-27,25137.72,3715.64,590.54,28262.82
INV0002231,CUST002528,2026-08-10,72904.29,9183.4,1779.09,80308.6
INV0002232,CUST009735,2026-08-02,57689.88,9226.7,5405.77,61510.81
INV0002233,CUST006229,2026-08-18,60035.14,8831.73,4754.86,64112.01
INV0002234,CUST000524,2026-08-25,89369.29,4551.32,8766.53,85154.08
INV0002235,CUST008041,2026-08-20,7438.19,726.66,259.89,7904.96
INV0002236,CUST009707,2026-08-19,8290.6,1292.63,176.13,9407.1
INV0002237,CUST005413,2026-08-19,5666.43,399.56,257.09,5808.9
INV0002238,CUST008332,2026-08-04,79937.5,12709.74,6084.58,86562.66
INV0002239,CUST007037,2026-08-26,40501.32,3445.42,2555.24,41391.5
INV0002240,CUST004519,2026-08-14,76058.02,3988.4,3528.3,76518.12
INV0002241,CUST006312,2026-08-07,95435.91,12177.51,6208.14,101405.28
INV0002242,CUST000952,2026-08-07,80950.36,10375.31,802.19,90523.48
INV0002243,CUST001647,2026-08-22,54832.95,9345.09,1012.07,63165.97
INV0002244,CUST004235,2026-08-27,53585.3,5367.39,561.29,58391.4
INV0002245,CUST005612,2026-08-20,9012.98,1048.11,29.45,10031.64
INV0002246,CUST006138,2026-08-23,31428.55,3689.44,1032.82,34085.17
INV0002247,CUST006663,2026-08-06,41998.2,2487.71,2278.21,42207.7
INV0002248,CUST009291,2026-08-07,45642.3,5553.74,3606.86,47589.18
INV0002249,CUST000768,2026-08-20,93497.61,13846.79,2175.06,105169.34
INV0002250,CUST009881,2026-08-09,15257.05,2340.36,334.97,17262.44
INV0002251,CUST007747,2026-08-06,43243.97,2214.37,3971.39,41486.95
INV0002252,CUST009132,2026-08-03,45717.74,8185.49,1122.01,52781.22
INV0002253,CUST009960,2026-08-15,91703.23,7972.05,6979.18,92696.1
INV0002254,CUST001968,2026-08-31,8039.27,475.33,472.9,8041.7
INV0002255,CUST004550,2026-08-27,73975.04,13103.93,352.28,86726.69
INV0002256,CUST003118,2026-08-30,88358.05,11178.14,3626.26,95909.93
INV0002257,CUST000422,2026-08-10,91439.49,14110.5,6664.32,98885.67
INV0002258,CUST009277,2026-08-03,39680.14,4128.87,1323.17,42485.84
INV0002259,CUST006613,2026-08-28,53935.21,3768.95,3968.49,53735.67
INV0002260,CUST005750,2026-08-18,40881.15,2879.27,2383.98,41376.44
INV0002261,CUST009164,2026-08-29,42722.35,3159.31,3261.25,42620.41
INV0002262,CUST009307,2026-08-15,13156.16,1292.64,1230.89,13217.91
INV0002263,CUST006761,2026-08-12,75499.42,6923.17,5124.6,77297.99
INV0002264,CUST005638,2026-08-15,3724.39,359.16,359.26,3724.29
INV0002265,CUST000781,2026-08-27,40543.58,2296.25,3015.48,39824.35
INV0002266,CUST008538,2026-08-31,89208.83,12017.49,2177.18,99049.14
INV0002267,CUST003185,2026-08-15,3016.67,325.63,11.13,3331.17
INV0002268,CUST007872,2026-08-10,94741.98,6149.92,7678.83,93213.07
INV0002269,CUST005341,2026-08-12,96470.46,11365.94,5643.2,102193.2
INV0002270,CUST005693,2026-08-01,52393.55,5616.05,547.55,57462.05
INV0002271,CUST004323,2026-08-17,27952.44,3051.5,1238.55,29765.39
INV0002272,CUST009091,2026-08-25,48360.8,6729.63,4503.85,50586.58
INV0002273,CUST003262,2026-08-06,89857.95,9637.96,2798.85,96697.06
INV0002274,CUST000547,2026-08-25,8445.95,1495.2,292.98,9648.17
INV0002275,CUST000395,2026-08-03,21879.6,1110.86,1819.68,21170.78
INV0002276,CUST004052,2026-08-31,55236.77,7927.84,892.24,62272.37
INV0002277,CUST002388,2026-08-02,1613.43,177.43,18.37,1772.49
INV0002278,CUST009384,2026-08-02,91628.26,15297.98,1967.97,104958.27
INV0002279,CUST003663,2026-08-21,50749.03,2700.93,3726.74,49723.22
INV0002280,CUST008163,2026-08-26,11751.31,2002.78,757.17,12996.92
INV0002281,CUST007917,2026-08-25,52734.31,4372.55,4133.78,52973.08
INV0002282,CUST009760,2026-08-31,12793.42,1168.31,231.96,13729.77
INV0002283,CUST005318,2026-08-11,39123.24,3676.39,1220.65,41578.98
INV0002284,CUST008288,2026-08-10,30539.68,2026.21,1005.87,31560.02
INV0002285,CUST004550,2026-08-26,59418.08,9282.04,743.63,67956.49
INV0002286,CUST003149,2026-08-05,8860.56,506.29,230.31,9136.54
INV0002287,CUST006301,2026-08-10,40301.43,2166.41,1393.27,41074.57
INV0002288,CUST009523,2026-08-17,4139.63,623.17,340.66,4422.14
INV0002289,CUST004560,2026-08-08,4584.4,794.76,279.93,5099.23
INV0002290,CUST007765,2026-08-07,70020.17,7846.33,1142.2,76724.3
INV0002291,CUST008888,2026-08-30,61617.98,6626.07,5615.8,62628.25
INV0002292,CUST002063,2026-08-14,13937.99,1333.1,1150.39,14120.7
INV0002293,CUST004750,2026-08-21,41256.63,2737.11,697.15,43296.59
INV0002294,CUST007766,2026-08-29,8548.45,437.81,370.78,8615.48
INV0002295,CUST006746,2026-08-28,62099.44,5118.01,1375.34,65842.11
INV0002296,CUST004660,2026-08-05,61439.2,4537.4,3358.12,62618.48
INV0002297,CUST006443,2026-08-02,37610.61,6360.46,1769.59,42201.48
INV0002298,CUST001266,2026-08-28,26807.54,4226.76,717.44,30316.86
INV0002299,CUST003184,2026-08-16,87741.91,11522.7,6051.67,93212.94
INV0002300,CUST003196,2026-08-01,69772.87,10164.36,2876.82,77060.41
INV0002301,CUST004330,2026-08-14,43442.76,6200.74,1941.9,47701.6
INV0002302,CUST006066,2026-08-06,59198.14,9491.37,2310.22,66379.29
INV0002303,CUST003265,2026-08-20,54228.65,7726.61,1698.2,60257.06
INV0002304,CUST001653,2026-08-06,59353.78,10039.36,2212.69,67180.45
INV0002305,CUST006016,2026-08-25,66348.22,5826.12,4471.36,67702.98
INV0002306,CUST008685,2026-08-31,26363.98,1367.03,2560.15,25170.86
INV0002307,CUST005848,2026-08-31,56337.09,8705.8,4710.78,60332.11
INV0002308,CUST001695,2026-08-20,1099.66,70.4,96.36,1073.7
INV0002309,CUST001392,2026-08-25,52006.34,6156.15,2646.38,55516.11
INV0002310,CUST006424,2026-08-25,15819.94,1057.87,959.42,15918.39
INV0002311,CUST001278,2026-08-10,71177.49,4356.77,4468.81,71065.45
INV0002312,CUST001064,2026-08-25,34884.52,5467.46,752.06,39599.92
INV0002313,CUST004774,2026-08-20,92754.53,6381.6,1815.07,97321.06
INV0002314,CUST006405,2026-08-19,80788.54,12900.78,6455.53,87233.79
INV0002315,CUST006339,2026-08-08,79480.52,11600.71,7588.04,83493.19
INV0002316,CUST004988,2026-08-06,94263.75,14593.55,4758.87,104098.43
INV0002317,CUST005982,2026-08-07,41153.84,2216.62,1315.98,42054.48
INV0002318,CUST009386,2026-08-12,9860.14,590.54,401.53,10049.15
INV0002319,CUST002006,2026-08-14,98256.76,7735.16,4608.84,101383.08
INV0002320,CUST008875,2026-08-02,3171.79,318.85,95.96,3394.68
INV0002321,CUST006027,2026-08-03,9868.89,1110.37,188.85,10790.41
INV0002322,CUST007243,2026-08-16,64396.28,7848.79,6060.84,66184.23
INV0002323,CUST004131,2026-08-29,87237.13,8327.09,6353.33,89210.89
INV0002324,CUST004675,2026-08-05,64506.4,5187.59,1651.5,68042.49
INV0002325,CUST009760,2026-08-12,29311.78,2603.1,593.76,31321.12
INV0002326,CUST003300,2026-08-23,31464.58,3092.37,3116.0,31440.95
INV0002327,CUST005533,2026-08-12,85837.32,7447.61,4402.13,88882.8
INV0002328,CUST004208,2026-08-18,90209.58,8688.69,7486.97,91411.3
INV0002329,CUST009774,2026-08-10,81373.22,12856.94,6832.43,87397.73
